AML77002.1	sp|I3PFJ5|C76AD_BETVU	71.313	495	138	3	5986	6478	1	493	0.0	677
AML77002.1	tr|A0A1B2ZBX9|A0A1B2ZBX9_VITVI	57.709	454	187	3	6029	6480	48	498	7.72e-180	563
AML77002.1	tr|A0A0B2P471|A0A0B2P471_GLYSO	54.777	471	208	3	6014	6480	29	498	8.17e-176	552
AML77002.1	tr|A0A1B2ZBX8|A0A1B2ZBX8_VITVI	53.404	470	215	3	6015	6481	31	499	1.53e-175	550
AML77002.1	tr|A0A1B2ZBW9|A0A1B2ZBW9_VITVI	52.352	489	226	4	5996	6481	15	499	7.12e-173	543
AML77002.1	tr|A0A072VR50|A0A072VR50_MEDTR	53.252	492	223	6	5990	6478	7	494	2.02e-171	538
AML77002.1	tr|A0A7L9VXL2|A0A7L9VXL2_9DIPS	51.697	501	237	4	5986	6483	1	499	4.24e-171	538
AML77002.1	tr|A0A396JIF1|A0A396JIF1_MEDTR	52.525	495	228	6	5990	6481	7	497	2.84e-170	535
AML77002.1	tr|A0A2P6R0M7|A0A2P6R0M7_ROSCH	53.830	470	211	4	6016	6480	33	501	2.01e-168	530
AML77002.1	tr|A0A2P6PCG6|A0A2P6PCG6_ROSCH	51.572	477	225	4	6010	6481	27	502	1.12e-167	528
AML77002.1	tr|A0A072VPG2|A0A072VPG2_MEDTR	54.527	497	220	6	5988	6481	5	498	1.61e-167	527
AML77002.1	sp|W8JMV1|CYT24_CATRO	52.314	497	227	5	5993	6481	5	499	2.05e-167	527
AML77002.1	tr|A0A2P6R0U9|A0A2P6R0U9_ROSCH	50.794	504	223	6	6000	6481	19	519	1.07e-166	526
AML77002.1	tr|A0A2P6R0R3|A0A2P6R0R3_ROSCH	53.419	468	212	4	6018	6480	35	501	2.51e-166	524
AML77002.1	sp|Q8VWZ7|C76B6_CATRO	50.810	494	236	5	5991	6481	4	493	4.91e-166	523
AML77002.1	tr|A0A2G9GCU5|A0A2G9GCU5_9LAMI	52.929	495	227	3	5986	6478	1	491	7.56e-165	519
AML77002.1	tr|A0A2G9GCU5|A0A2G9GCU5_9LAMI	52.929	495	227	3	5986	6478	1	491	7.56e-165	519
AML77002.1	tr|G7L8J9|G7L8J9_MEDTR	52.553	470	217	4	6016	6481	39	506	2.00e-164	519
AML77002.1	tr|A0A2P6PDA4|A0A2P6PDA4_ROSCH	51.587	504	227	9	5986	6478	1	498	2.43e-164	518
AML77002.1	tr|A0A2P6R0C5|A0A2P6R0C5_ROSCH	51.497	501	232	5	5991	6481	4	503	2.88e-163	515
AML77002.1	tr|A0A2P6R0Y9|A0A2P6R0Y9_ROSCH	54.405	454	203	3	6028	6478	45	497	7.51e-163	514
AML77002.1	tr|B9RBW9|B9RBW9_RICCO	51.190	504	235	6	5986	6481	1	501	1.32e-162	513
AML77002.1	tr|B9RBW9|B9RBW9_RICCO	51.190	504	235	6	5986	6481	1	501	1.32e-162	513
AML77002.1	tr|G7L1D0|G7L1D0_MEDTR	49.600	500	241	6	5986	6476	1	498	2.68e-162	512
AML77002.1	tr|A0A7D3QN22|A0A7D3QN22_HYSOF	51.102	499	234	6	5986	6481	1	492	4.69e-162	511
AML77002.1	tr|G7L8J6|G7L8J6_MEDTR	50.690	507	239	6	5984	6481	2	506	5.47e-162	512
AML77002.1	tr|A0A7D3QT71|A0A7D3QT71_NEPRA	50.505	495	237	4	5986	6478	1	489	9.37e-162	510
AML77002.1	tr|A0A7D3UYJ8|A0A7D3UYJ8_NEPCA	49.899	493	241	3	5991	6481	4	492	3.98e-161	508
AML77002.1	tr|A0A396HRG1|A0A396HRG1_MEDTR	51.025	488	231	6	6000	6481	20	505	6.44e-161	508
AML77002.1	tr|G8E0P7|G8E0P7_CAMAC	49.497	497	241	5	5994	6481	6	501	7.40e-161	508
AML77002.1	tr|A0A2P6R0I6|A0A2P6R0I6_ROSCH	51.807	498	223	9	5992	6478	6	497	1.68e-159	504
AML77002.1	tr|A0A396HJD4|A0A396HJD4_MEDTR	48.638	514	250	5	5986	6494	7	511	3.27e-159	505
AML77002.1	tr|A0A072VHN2|A0A072VHN2_MEDTR	51.282	468	222	5	6017	6481	30	494	5.24e-159	503
AML77002.1	sp|D1MI46|C76BA_SWEMU	50.505	495	238	5	5986	6477	1	491	5.12e-157	497
AML77002.1	sp|O64635|C76C4_ARATH	48.515	505	241	7	5994	6480	3	506	6.72e-157	497
AML77002.1	tr|A0A396I806|A0A396I806_MEDTR	51.923	468	220	4	6017	6481	34	499	2.12e-156	495
AML77002.1	tr|A0A2P6P9L9|A0A2P6P9L9_ROSCH	53.896	462	209	3	6023	6481	39	499	5.48e-156	494
AML77002.1	sp|W0FKI0|DOX1_PERHD	49.378	482	239	3	6004	6481	11	491	1.53e-155	493
AML77002.1	tr|A0A2P6QX13|A0A2P6QX13_ROSCH	49.702	503	237	8	5986	6478	1	497	6.12e-155	491
AML77002.1	sp|O64637|C76C2_ARATH	50.201	498	237	6	5991	6480	13	507	1.80e-154	490
AML77002.1	tr|G7L1C7|G7L1C7_MEDTR	50.803	498	237	5	5986	6476	1	497	5.96e-154	488
AML77002.1	tr|G7L1C9|G7L1C9_MEDTR	51.000	500	233	6	5986	6476	1	497	6.82e-153	485
AML77002.1	tr|A0A6M3TXH1|A0A6M3TXH1_LITER	46.341	492	259	3	5994	6481	6	496	9.38e-153	484
AML77002.1	tr|A0A6M3TXH1|A0A6M3TXH1_LITER	46.341	492	259	3	5994	6481	6	496	9.38e-153	484
AML77002.1	tr|G7L1C4|G7L1C4_MEDTR	49.102	501	243	7	5986	6476	1	499	2.76e-152	484
AML77002.1	tr|A0A2G9FXM5|A0A2G9FXM5_9LAMI	49.501	501	230	5	5986	6481	1	483	3.03e-152	483
AML77002.1	tr|A0A2G9FXM5|A0A2G9FXM5_9LAMI	49.501	501	230	5	5986	6481	1	483	3.03e-152	483
AML77002.1	sp|O64636|C76C1_ARATH	48.000	500	248	6	5992	6480	8	506	9.91e-152	482
AML77002.1	tr|A0A3Q9R4N5|A0A3Q9R4N5_9BORA	46.108	501	257	6	5986	6481	1	493	5.21e-149	474
AML77002.1	sp|A0A1Z3GBS4|CYPH3_ISORU	46.869	495	253	6	5990	6480	3	491	1.89e-148	472
AML77002.1	tr|A0A6M3TY96|A0A6M3TY96_LITER	45.200	500	263	5	5986	6481	1	493	3.16e-148	471
AML77002.1	tr|A0A6M3TY96|A0A6M3TY96_LITER	45.200	500	263	5	5986	6481	1	493	3.16e-148	471
AML77002.1	tr|A0A396J999|A0A396J999_MEDTR	47.390	498	239	8	5989	6482	6	484	2.83e-147	468
AML77002.1	tr|A0A072VK77|A0A072VK77_MEDTR	48.185	496	238	6	5990	6482	16	495	2.93e-147	469
AML77002.1	tr|G7L1C3|G7L1C3_MEDTR	48.894	452	226	3	6029	6476	45	495	3.82e-147	469
AML77002.1	tr|A0A2S1RED8|A0A2S1RED8_CHRMO	51.434	488	222	9	5997	6478	9	487	2.85e-146	466
AML77002.1	tr|A0A2S1RED8|A0A2S1RED8_CHRMO	51.434	488	222	9	5997	6478	9	487	2.85e-146	466
AML77002.1	tr|A0A2G9H5W3|A0A2G9H5W3_9LAMI	48.193	498	250	4	5986	6481	1	492	4.54e-146	465
AML77002.1	tr|A0A2G9H5W3|A0A2G9H5W3_9LAMI	48.193	498	250	4	5986	6481	1	492	4.54e-146	465
AML77002.1	sp|A0A2K9RG08|CYBK1_VITAC	45.090	499	269	4	5986	6480	1	498	1.58e-144	461
AML77002.1	tr|A0A0B2QJS1|A0A0B2QJS1_GLYSO	50.816	429	205	3	6053	6476	1	428	2.99e-144	457
